"WEEK","ITEM_CODE","TOTAL_UNIT_SALES","TOTAL_VALUE_SALES","TOTAL_UNIT_AVG_WEEKLY_SALES","REGION"
"49-22","3045200760009","0.7560","45.3180","2.4780",TOTAL AUTOS SCANNING MEXICO
"49-22","8410907050053","0.2700","19.0200","2.8420",TOTAL AUTOS SCANNING MEXICO
"49-22","8411660210036","0.3310","23.3070","1.8810",TOTAL AUTOS SCANNING MEXICO
"49-22","8411660210012","0.0110","0.3590","1.2220",TOTAL AUTOS SCANNING MEXICO
"49-22","8411660210029","0.3250","22.7680","1.9010",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025401993","0.1070","2.5340","11.8890",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025402051","77.1890","2640.2130","31.8830",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025402235","4.9890","179.0600","7.1170",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025402242","12.2790","434.0240","9.3880",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025408404","0.6080","62.2090","7.0700",TOTAL AUTOS SCANNING MEXICO
"49-22","7501205412122","10.9500","267.5710","9.9550",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025406561","22.8470","549.1720","16.2490",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412135","4.1440","213.3500","4.5190",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025406578","8.7410","419.4950","10.3200",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412104","9.3420","165.7720","8.3560",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412784","9.9200","234.4750","6.8940",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025400941","0.0160","0.4730","5.3330",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412357","8.8300","361.3270","17.6600",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025405816","0.7900","13.7640","9.9970",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025401306","0.4340","55.3960","5.4260",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025405311","7.6050","128.9710","27.1610",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025401535","0.0020","0.0370","2.0000",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025450212","68.6500","1576.6000","157.8160",TOTAL AUTOS SCANNING MEXICO
"49-22","0000075000622","292.0710","6676.6480","106.1690",TOTAL AUTOS SCANNING MEXICO
"49-22","0000075000592","0.0030","0.0130","1.5000",TOTAL AUTOS SCANNING MEXICO
"49-22","0000075000639","162.1860","6769.9390","52.9850",TOTAL AUTOS SCANNING MEXICO
"49-22","0000075000608","3.0770","29.8650","29.0330",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025408947","4.5490","45.5220","52.8950",TOTAL AUTOS SCANNING MEXICO
"49-22","0000075000615","269.6960","3816.6010","89.9290",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025411893","6.4860","266.6520","5.6150",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412005","10.7840","842.8740","7.5260",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025409470","0.1620","9.7260","3.6000",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025412012","0.3170","32.4450","5.7640",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025411992","29.0010","783.3320","12.5220",TOTAL AUTOS SCANNING MEXICO
"49-22","7501025401948","1.1680","29.0770","4.5260",TOTAL AUTOS SCANNING MEXICO
"09-22","0741120000012","0.0050","0.0290","5.0000",TOTAL AUTOS AREA 6
"09-22","7501071907692","0.5950","15.3780","3.9400",TOTAL AUTOS AREA 6
"09-22","7501071907722","0.5180","8.2100","3.6740",TOTAL AUTOS AREA 6
"09-22","7501071907661","1.3910","21.8800","5.5200",TOTAL AUTOS AREA 6
"09-22","7501071907715","0.5560","8.7640","3.0220",TOTAL AUTOS AREA 6
"09-22","7501071907425","0.0710","4.6610","2.8400",TOTAL AUTOS AREA 6
"09-22","7501071907401","0.0080","0.1880","2.0000",TOTAL AUTOS AREA 6
"09-22","7501071905766","0.0050","0.1120","1.6670",TOTAL AUTOS AREA 6
"09-22","7501071905346","0.0690","1.5870","3.8330",TOTAL AUTOS AREA 6
"09-22","7501071905292","0.1440","3.2960","2.6670",TOTAL AUTOS AREA 6
"09-22","7501071901393","0.0660","7.5270","3.6670",TOTAL AUTOS AREA 6
"09-22","7501071903854","0.5910","12.9680","8.2080",TOTAL AUTOS AREA 6
"09-22","7501071903861","0.0060","0.0630","2.0000",TOTAL AUTOS AREA 6
"09-22","7501071905551","6.4450","140.2580","30.1170",TOTAL AUTOS AREA 6
"09-22","7501071900136","4.0460","87.9300","17.9820",TOTAL AUTOS AREA 6
"09-22","7501071903311","0.2310","9.0140","3.2080",TOTAL AUTOS AREA 6
"09-22","7501071903366","0.3340","12.8450","5.0610",TOTAL AUTOS AREA 6
"09-22","7501071900143","11.8390","436.0300","26.6640",TOTAL AUTOS AREA 6
"09-22","7501071900112","0.9720","5.3540","15.9340",TOTAL AUTOS AREA 6
"09-22","7501071902956","1.8400","94.2540","10.0550",TOTAL AUTOS AREA 6
"09-22","7501071903304","0.4490","5.9050","5.9870",TOTAL AUTOS AREA 6
"09-22","7501071900129","10.5500","119.5730","25.5450",TOTAL AUTOS AREA 6
"09-22","7501071906725","0.1080","5.9150","2.2980",TOTAL AUTOS AREA 6
"09-22","7501071907074","1.0090","10.0370","13.1040",TOTAL AUTOS AREA 6
"09-22","7501071906701","0.2300","5.7510","3.6510",TOTAL AUTOS AREA 6
"09-22","7501071906718","0.4890","15.1410","2.6010",TOTAL AUTOS AREA 6
"09-22","7501071902093","0.2750","15.4080","5.0000",TOTAL AUTOS AREA 6
"09-22","7501071903885","0.1970","10.8290","4.9250",TOTAL AUTOS AREA 6
"09-22","7501071902109","0.6120","64.0900","3.4770",TOTAL AUTOS AREA 6
"09-22","7501071904431","6.2200","62.0000","33.6220",TOTAL AUTOS AREA 6
"09-22","7501071902314","0.0510","1.0440","2.0400",TOTAL AUTOS AREA 6
"09-22","7501071904424","1.6700","40.2070","7.8770",TOTAL AUTOS AREA 6
"09-22","7501071903878","0.8430","26.2780","6.9670",TOTAL AUTOS AREA 6
"09-22","7501071902086","1.9100","56.1470","7.7020",TOTAL AUTOS AREA 6
"09-22","7702137007152","0.4700","29.3100","2.4100",TOTAL AUTOS AREA 6
"09-22","7702137007169","0.1330","8.3690","1.7500",TOTAL AUTOS AREA 6
"09-22","4008455425412","0.3930","22.8830","4.0520",TOTAL AUTOS AREA 6
"09-22","4008455460215","0.0020","0.1800","1.0000",TOTAL AUTOS AREA 6
"09-22","4008455457512","0.5070","10.7020","6.1830",TOTAL AUTOS AREA 6
"09-22","4008455458618","0.2610","16.5880","3.2630",TOTAL AUTOS AREA 6
"09-22","4008455458717","0.0210","1.3260","1.6150",TOTAL AUTOS AREA 6
"09-22","4008455423715","0.0620","3.7000","2.2140",TOTAL AUTOS AREA 6
"09-22","4008455394114","0.1000","3.6500","2.2220",TOTAL AUTOS AREA 6
"09-22","4008455394015","0.0960","3.6160","2.0430",TOTAL AUTOS AREA 6
"09-22","4008455423616","0.0470","1.7610","1.8800",TOTAL AUTOS AREA 6
"09-22","4008455394510","0.1020","3.8140","2.4880",TOTAL AUTOS AREA 6
"09-22","4008455423517","0.0490","1.7570","1.6900",TOTAL AUTOS AREA 6
"09-22","4008455394619","0.0380","1.3820","1.5200",TOTAL AUTOS AREA 6
"09-22","4008455394213","0.0660","2.4210","1.7370",TOTAL AUTOS AREA 6
"09-22","4008455394411","0.1070","4.0660","2.2290",TOTAL AUTOS AREA 6
"09-22","4008455524917","0.1760","19.1480","3.4510",TOTAL AUTOS AREA 6
"09-22","4008455438016","0.0880","5.3180","2.6670",TOTAL AUTOS AREA 6
"09-22","4008455459417","0.0920","6.4340","2.4210",TOTAL AUTOS AREA 6
"09-22","4008455476711","0.4680","12.3340","3.8680",TOTAL AUTOS AREA 6
"09-22","4008455457710","0.5300","10.0120","6.3100",TOTAL AUTOS AREA 6
"09-22","7502275145897","0.0820","12.1120","2.1580",TOTAL AUTOS AREA 6
"30-22","7501080954793","1.4240","92.9410","3.3990",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080955103","3.3630","526.0870","4.9380",TOTAL AUTOS SCANNING MEXICO
"30-22","0757037516935","0.0280","2.7750","14.0000",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080955486","5.5920","415.8270","3.8490",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080900165","5.7600","122.9810","7.3560",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080900134","0.0320","1.0520","1.3190",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080952997","2.0240","481.7060","3.2430",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080900141","6.2900","432.3230","3.8640",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080952973","0.0050","0.3440","1.6670",TOTAL AUTOS SCANNING MEXICO
"30-22","7501080900158","0.9900","137.6540","2.0850",TOTAL AUTOS SCANNING MEXICO
"30-22","0741120000746","0.0450","0.4870","15.0000",TOTAL AUTOS SCANNING MEXICO
"30-22","0741120000005","53.4220","505.7970","80.8200",TOTAL AUTOS SCANNING MEXICO
"30-22","0741120000036","10.2120","186.2970","20.9270",TOTAL AUTOS SCANNING MEXICO
"30-22","0741120000029","12.2980","368.6590","29.9220",TOTAL AUTOS SCANNING MEXICO
"30-22","0741120000012","0.2930","1.6700","16.2780",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907692","4.8390","125.4290","3.9990",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907654","0.0480","0.5010","2.8240",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907722","0.0550","0.4920","1.6070",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907661","11.5400","178.6580","6.7010",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907715","0.1100","0.8940","2.4940",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907425","3.0940","188.3940","4.3330",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907401","0.0470","0.8940","3.1330",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071905346","1.5850","32.6660","4.5420",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071905292","2.4590","54.3230","3.5030",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907784","0.0810","10.0030","3.6820",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071901393","0.0450","5.0260","2.6470",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907517","0.0010","0.0840","0.8500",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903854","0.1610","3.3530","2.5560",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903861","4.1480","82.1860","8.9790",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071905551","43.2220","791.8600","35.3120",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071900136","23.1530","504.3160","16.9990",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903311","4.2650","159.8480","5.8900",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903366","5.8100","218.8040","7.0510",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071900143","61.1960","2198.3680","24.4100",TOTAL AUTOS SCANNING MEXICO
"30-22","7501126570598","0.0020","0.2560","1.0000",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903427","0.0450","0.3280","5.0000",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071900112","2.0730","14.5960","12.3390",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071902956","15.2280","739.2740","14.4210",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903304","0.2870","3.9070","3.9860",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071900129","58.4590","689.2700","25.7980",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071906725","0.8700","48.5620","2.6050",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071907074","3.8910","67.6830","7.7510",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071906701","2.1670","51.6260","3.6540",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071906718","3.1940","92.6270","3.0130",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071904103","0.5420","10.3130","9.0330",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071902093","1.9950","112.7050","3.3530",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903885","1.4680","86.0060","4.5870",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071902109","6.4890","602.6020","4.1250",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071904431","11.3350","197.0320","12.2670",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071902314","0.1730","3.2990","3.2640",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071904424","11.6280","240.4920","8.2410",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071903878","5.0880","158.4770","6.1010",TOTAL AUTOS SCANNING MEXICO
"30-22","7501071902086","10.3200","282.7250","6.2360",TOTAL AUTOS SCANNING MEXICO
"30-22","7702137007152","2.1510","139.4530","2.4830",TOTAL AUTOS SCANNING MEXICO
"30-22","7702137007169","1.5790","101.6040","1.9230",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455425412","5.4890","328.3540","7.1110",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455460215","0.0900","8.6160","1.9150",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455457512","6.4880","98.9100","11.0900",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455458618","4.2900","272.1890","6.2350",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455458717","0.4090","30.9270","2.4190",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455423715","0.5280","34.1350","2.3470",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394114","0.5350","23.5230","1.9870",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394015","1.0140","42.4530","2.5600",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455423616","0.4870","20.3530","1.7710",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394510","0.9040","37.8830","2.4830",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455423517","0.5150","21.5810","1.8650",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394619","0.5150","21.6440","1.8130",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394213","0.6550","27.8270","2.0470",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455394411","0.9670","40.8800","2.3370",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455524917","1.2690","143.7340","3.1100",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455438016","1.0020","67.3600","2.6570",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455459417","1.1680","85.1150","2.8210",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455476711","3.0410","92.7160","5.3440",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455457710","0.0480","1.1040","1.8460",TOTAL AUTOS SCANNING MEXICO
"30-22","7502275145897","1.3970","201.6240","2.6980",TOTAL AUTOS SCANNING MEXICO
"30-22","4008455567013","4.9440","74.3770","8.7350",TOTAL AUTOS SCANNING MEXICO
"30-22","3045206382007","0.1970","17.4100","1.7100",TOTAL AUTOS SCANNING MEXICO
"30-22","3045206360609","0.1560","16.8520","1.8570",TOTAL AUTOS SCANNING MEXICO
"30-22","3045200760009","1.2230","65.1190","3.3880",TOTAL AUTOS SCANNING MEXICO
"30-22","8410907050053","0.0820","5.6370","2.3430",TOTAL AUTOS SCANNING MEXICO
"30-22","8411660210036","0.3270","21.7370","1.7390",TOTAL AUTOS SCANNING MEXICO
"30-22","8411660210012","0.1050","7.3040","1.7800",TOTAL AUTOS SCANNING MEXICO
"30-22","8411660210029","0.2660","17.7820","1.5830",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025401993","2.4650","78.0380","23.7020",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025402051","157.2470","4712.3710","67.9250",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025402235","9.5050","294.4730","11.2080",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025402242","22.0850","703.7930","15.6070",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025408404","0.5710","57.0630","8.2750",TOTAL AUTOS SCANNING MEXICO
"30-22","7501205412122","12.3190","318.0400","10.8060",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025406561","29.6210","659.5230","22.8560",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025412135","4.9530","229.8600","5.3030",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025406578","10.2480","414.5800","12.5590",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025412104","14.6560","228.2360","12.6010",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025400958","0.0010","0.0040","1.0000",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025412784","8.3270","166.1630","7.6470",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025400941","0.0300","0.6690","2.1430",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025412357","9.3660","363.0920","18.6580",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025405816","0.4320","6.7470","17.2800",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025401306","0.4550","54.2150","6.2330",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025405311","7.4380","110.7650","140.3400",TOTAL AUTOS SCANNING MEXICO
"30-22","7501025450212","65.7720","1589.2090","156.2280",TOTAL AUTOS SCANNING MEXICO
"30-22","0000075000622","324.8430","7206.1330","121.7550",TOTAL AUTOS SCANNING MEXICO
"30-22","0000075000592","0.0070","0.0290","2.3330",TOTAL AUTOS SCANNING MEXICO
"30-22","0000075000639","162.0740","6489.0870","53.6490",TOTAL AUTOS SCANNING MEXICO
"09-22","3045206382007","0.0260","2.0940","2.1670",TOTAL AUTOS AREA 6
"09-22","3045206360609","0.0070","0.6150","1.1670",TOTAL AUTOS AREA 6
"09-22","3045200760009","0.1680","8.6790","3.0550",TOTAL AUTOS AREA 6
"09-22","8410907050053","0.0370","3.0570","2.6430",TOTAL AUTOS AREA 6
"09-22","8411660210036","0.0480","3.0830","2.0870",TOTAL AUTOS AREA 6
"09-22","8411660210012","0.0130","0.8640","1.8570",TOTAL AUTOS AREA 6
"09-22","8411660210029","0.0580","3.7670","2.1480",TOTAL AUTOS AREA 6
"09-22","7501025401993","29.5210","787.5390","250.1780",TOTAL AUTOS AREA 6
"09-22","7501025402051","27.6020","807.9430","140.1120",TOTAL AUTOS AREA 6
"09-22","7501025402235","3.0980","103.4480","21.2190",TOTAL AUTOS AREA 6
"09-22","7501025402242","7.9220","261.3740","31.4370",TOTAL AUTOS AREA 6
"09-22","7501205412122","1.4120","40.9390","9.1690",TOTAL AUTOS AREA 6
"09-22","7501025406561","4.5910","113.5230","21.6560",TOTAL AUTOS AREA 6
"09-22","7501025412135","1.3370","59.1910","9.5500",TOTAL AUTOS AREA 6
"09-22","7501025406578","0.4010","17.2210","8.3540",TOTAL AUTOS AREA 6
"09-22","7501025412104","2.1490","35.1760","13.0240",TOTAL AUTOS AREA 6
"09-22","7501025412784","1.3460","30.5150","8.0120",TOTAL AUTOS AREA 6
"09-22","7501025400941","0.0140","0.4190","4.6670",TOTAL AUTOS AREA 6
"09-22","7501025412357","1.5280","60.2910","21.2220",TOTAL AUTOS AREA 6
"09-22","7501025405816","0.0690","1.1370","6.2730",TOTAL AUTOS AREA 6
"09-22","7501025401306","0.2590","33.4100","7.1940",TOTAL AUTOS AREA 6
"09-22","7501025450212","23.2280","590.3510","193.5670",TOTAL AUTOS AREA 6
"09-22","0000075000622","38.2620","959.5950","102.3050",TOTAL AUTOS AREA 6
"09-22","0000075000592","0.0160","0.0750","3.2000",TOTAL AUTOS AREA 6
"09-22","0000075000639","37.4940","1543.3080","77.1480",TOTAL AUTOS AREA 6
"09-22","0000075000608","0.9010","8.2700","17.6670",TOTAL AUTOS AREA 6
"09-22","0000075000615","86.4470","941.2180","183.1500",TOTAL AUTOS AREA 6
"09-22","7501025450984BP1","0.2370","3.0600","9.4800",TOTAL AUTOS AREA 6
"09-22","7501025411893","1.3210","48.1530","6.4130",TOTAL AUTOS AREA 6
"09-22","7501025412005","1.3950","112.9670","6.5190",TOTAL AUTOS AREA 6
"09-22","7501025409470","0.0900","5.3300","2.8130",TOTAL AUTOS AREA 6
"09-22","7501025450984BP2","0.2370","5.2110","9.4800",TOTAL AUTOS AREA 6
"09-22","7501025411992","3.3890","82.6150","11.9330",TOTAL AUTOS AREA 6
"09-22","7501025401948","4.3050","106.7580","34.7180",TOTAL AUTOS AREA 6
"09-22","7501025405106","4.1780","136.4230","26.6110",TOTAL AUTOS AREA 6
"09-22","7501025401313","0.8460","42.8490","9.6140",TOTAL AUTOS AREA 6
"09-22","7501025401931","1.9930","21.5250","35.5890",TOTAL AUTOS AREA 6
"09-22","7501025405151","9.4270","169.8980","25.6170",TOTAL AUTOS AREA 6
"09-22","7501025401863","0.4190","28.2200","2.4790",TOTAL AUTOS AREA 6
"09-22","7501025401832","0.5160","10.3500","5.0590",TOTAL AUTOS AREA 6
"09-22","7501025401849","0.3080","10.4130","3.1750",TOTAL AUTOS AREA 6
"09-22","7501025401856","0.6830","28.3580","2.4660",TOTAL AUTOS AREA 6
"09-22","7501025401917","0.2470","16.8910","2.2870",TOTAL AUTOS AREA 6
"09-22","7501025401887","0.0060","0.1400","3.0000",TOTAL AUTOS AREA 6
"09-22","7501025401894","0.2510","8.4140","2.9530",TOTAL AUTOS AREA 6
"09-22","7501025401900","0.6480","27.2110","2.4000",TOTAL AUTOS AREA 6
"09-22","7501025405885","0.1650","4.2790","2.7970",TOTAL AUTOS AREA 6
"09-22","7501025401801","5.7670","100.2290","22.7050",TOTAL AUTOS AREA 6
"09-22","7501025405090","13.2860","228.6530","34.9630",TOTAL AUTOS AREA 6
"09-22","7501025401795","4.0720","106.8390","16.2880",TOTAL AUTOS AREA 6
"09-22","7501025405212","7.7850","204.2310","22.3070",TOTAL AUTOS AREA 6
"09-22","7501025401252","2.4750","24.0670","48.5290",TOTAL AUTOS AREA 6
"09-22","7501021160719","0.0650","3.3760","2.0970",TOTAL AUTOS AREA 6
"09-22","7501681100650BP1","0.1070","1.4390","5.6320",TOTAL AUTOS AREA 6
"09-22","7501681100421","0.8460","14.3110","9.7240",TOTAL AUTOS AREA 6
"09-22","7501681100674","0.2120","13.4750","3.5330",TOTAL AUTOS AREA 6
"30-22","7501071904431","1.9100","33.0970","10.7900",TOTAL AUTOS AREA 6
"30-22","7501071902314","0.0680","1.4000","2.1940",TOTAL AUTOS AREA 6
"30-22","7501071904424","1.8290","37.0960","9.1000",TOTAL AUTOS AREA 6
"30-22","7501071903878","1.0740","33.4340","6.8420",TOTAL AUTOS AREA 6
"30-22","7501071902086","1.5490","44.4060","6.7640",TOTAL AUTOS AREA 6
"30-22","7702137007152","0.2860","18.5670","2.1030",TOTAL AUTOS AREA 6
"30-22","7702137007169","0.2190","14.0250","1.8250",TOTAL AUTOS AREA 6
"30-22","4008455425412","0.4500","27.7980","4.6880",TOTAL AUTOS AREA 6
"30-22","4008455460215","0.0020","0.2020","1.0000",TOTAL AUTOS AREA 6
"30-22","4008455457512","0.7630","11.4880","9.5380",TOTAL AUTOS AREA 6
"30-22","4008455458618","0.3350","21.0260","3.9410",TOTAL AUTOS AREA 6
"30-22","4008455458717","0.0170","1.3160","1.5450",TOTAL AUTOS AREA 6
"30-22","4008455423715","0.0760","5.1650","2.6210",TOTAL AUTOS AREA 6
"30-22","4008455394114","0.0370","1.5230","1.6090",TOTAL AUTOS AREA 6
"30-22","4008455394015","0.1240","4.9610","2.5310",TOTAL AUTOS AREA 6
"30-22","4008455423616","0.0350","1.4360","1.4580",TOTAL AUTOS AREA 6
"30-22","4008455394510","0.0950","3.9950","2.3750",TOTAL AUTOS AREA 6
"30-22","4008455423517","0.0460","1.9450","1.8400",TOTAL AUTOS AREA 6
"30-22","4008455394619","0.0380","1.5910","1.6520",TOTAL AUTOS AREA 6
"30-22","4008455394213","0.0800","3.2660","2.2860",TOTAL AUTOS AREA 6
"30-22","4008455394411","0.0860","3.5680","2.0000",TOTAL AUTOS AREA 6
"30-22","4008455524917","0.0940","10.7360","2.1360",TOTAL AUTOS AREA 6
"30-22","4008455438016","0.0960","6.4140","2.9090",TOTAL AUTOS AREA 6
